ID,trial,block,conditioning,eye,location,orientation,correctloc,correctid,duration,threshold
B6,1,1,CS-,right,right,right,1,1,6,NaN
B6,2,1,CS-,left,left,left,1,1,6,NaN
B6,3,1,CS+,right,right,left,1,1,5,NaN
B6,4,1,CS-,left,right,right,1,1,5,NaN
B6,5,1,CS+,left,right,left,1,0,4.1833,NaN
B6,6,1,CS+,left,right,left,1,1,3.4833,NaN
B6,7,1,CS-,left,left,right,0,0,2.9167,NaN
B6,8,1,CS-,left,right,right,0,0,4.05,NaN
B6,9,1,CS+,right,right,right,0,0,4.1833,NaN
B6,10,1,CS-,left,left,right,0,0,5.6167,NaN
B6,11,1,CS-,left,left,right,NaN,NaN,NaN,NaN
B6,12,1,CS+,right,left,right,1,1,5.8,NaN
B6,13,1,CS+,right,left,right,1,1,5.8,NaN
B6,14,1,CS-,left,left,left,1,0,6,NaN
B6,15,1,CS-,right,right,left,1,1,4.85,NaN
B6,16,1,CS+,left,left,right,1,0,6,NaN
B6,17,1,CS-,right,left,right,1,1,4.85,NaN
B6,18,1,CS+,left,left,left,1,1,5,NaN
B6,19,1,CS+,right,right,left,1,1,4.05,NaN
B6,20,1,CS-,right,left,right,1,1,4.05,NaN
B6,21,1,CS-,right,left,left,1,1,3.3833,NaN
B6,22,1,CS+,right,right,right,1,1,3.3833,NaN
B6,23,1,CS-,right,right,left,NaN,NaN,NaN,NaN
B6,24,1,CS-,left,right,left,1,1,5,NaN
B6,25,1,CS+,left,left,right,0,0,4.1833,NaN
B6,26,1,CS+,right,left,left,1,1,2.8167,NaN
B6,27,1,CS-,right,left,left,1,1,2.8167,NaN
B6,28,1,CS-,right,right,left,1,1,2.35,NaN
B6,29,1,CS+,left,right,right,0,0,5.8,NaN
B6,30,1,CS+,left,right,right,0,0,6,NaN
B6,31,1,CS-,left,right,left,1,1,6,NaN
B6,32,1,CS-,right,right,right,1,1,2.35,NaN
B6,33,2,CS+,right,left,left,1,0,1.9667,NaN
B6,34,2,CS+,left,left,left,0,1,6,NaN
B6,35,2,CS+,right,right,left,1,1,1.9667,NaN
B6,36,2,CS-,right,left,left,1,1,1.6333,NaN
B6,37,2,CS-,right,left,right,1,1,1.6333,NaN
B6,38,2,CS+,right,left,left,0,1,1.3667,NaN
B6,39,2,CS-,right,right,left,1,1,1.9,NaN
B6,40,2,CS+,right,left,left,1,1,1.9,NaN
B6,41,2,CS-,left,right,left,NaN,NaN,NaN,NaN
B6,42,2,CS+,left,left,left,1,1,6,NaN
B6,43,2,CS-,left,right,right,1,0,6,NaN
B6,44,2,CS+,right,left,right,1,0,1.5833,NaN
B6,45,2,CS+,left,left,left,1,1,5,NaN
B6,46,2,CS-,right,right,left,1,1,1.5833,NaN
B6,47,2,CS+,left,right,right,0,0,5,NaN
B6,48,2,CS-,left,right,left,1,0,6,NaN
B6,49,2,CS-,left,left,right,1,1,6,NaN
B6,50,2,CS+,left,right,left,0,0,5,NaN
B6,51,2,CS-,left,left,left,1,1,6,NaN
B6,52,2,CS-,left,left,left,1,1,6,NaN
B6,53,2,CS+,right,right,left,0,1,1.3167,NaN
B6,54,2,CS-,left,right,left,1,0,5,NaN
B6,55,2,CS-,right,left,left,1,1,1.8333,NaN
B6,56,2,CS+,right,right,right,0,0,1.8333,NaN
B6,57,2,CS-,left,left,right,1,0,5,NaN
B6,58,2,CS-,right,right,left,NaN,NaN,NaN,NaN
B6,59,2,CS+,left,right,left,0,0,4.1833,NaN
B6,60,2,CS+,left,left,right,1,1,5.8,NaN
B6,61,2,CS-,left,right,right,1,1,5.8,NaN
B6,62,2,CS+,right,left,right,1,1,2.55,NaN
