ID,trial,block,conditioning,eye,location,orientation,correctloc,correctid,duration,threshold
B41,1,1,CS+,left,right,right,1,0,6,NaN
B41,2,1,CS-,right,right,right,1,1,6,NaN
B41,3,1,CS-,left,right,left,0,0,5,NaN
B41,4,1,CS+,left,left,left,1,1,6,NaN
B41,5,1,CS-,right,left,left,1,0,5,NaN
B41,6,1,CS+,left,left,right,1,0,6,NaN
B41,7,1,CS-,left,left,right,0,1,5,NaN
B41,8,1,CS+,right,left,right,1,0,4.1833,NaN
B41,9,1,CS-,left,right,right,0,0,6,NaN
B41,10,1,CS-,right,right,right,1,1,3.4833,NaN
B41,11,1,CS+,right,right,right,0,0,2.9167,NaN
B41,12,1,CS+,left,left,right,1,0,6,NaN
B41,13,1,CS-,right,left,right,NaN,NaN,NaN,NaN
B41,14,1,CS-,right,left,right,1,1,4.05,NaN
B41,15,1,CS+,right,left,right,1,0,4.05,NaN
B41,16,1,CS+,left,right,left,0,0,6,NaN
B41,17,1,CS-,left,left,right,1,0,6,NaN
B41,18,1,CS-,left,left,left,0,0,6,NaN
B41,19,1,CS+,right,right,right,0,0,3.3833,NaN
B41,20,1,CS+,left,left,left,1,0,6,NaN
B41,21,1,CS-,left,right,right,0,0,6,NaN
B41,22,1,CS+,left,right,left,0,0,6,NaN
B41,23,1,CS+,right,left,left,1,1,4.6833,NaN
B41,24,1,CS-,left,right,left,1,0,6,NaN
B41,25,1,CS-,left,right,left,NaN,NaN,NaN,NaN
B41,26,1,CS-,right,right,left,0,0,4.6833,NaN
B41,27,1,CS+,right,left,left,1,1,6,NaN
B41,28,1,CS-,right,left,left,1,1,6,NaN
B41,29,1,CS+,left,right,right,1,0,6,NaN
B41,30,1,CS-,left,left,left,0,1,5,NaN
B41,31,1,CS-,right,right,left,1,1,5,NaN
B41,32,1,CS+,right,right,left,1,1,5,NaN
B41,33,2,CS+,right,right,left,0,1,4.1833,NaN
B41,34,2,CS-,right,left,right,1,1,5.8,NaN
B41,35,2,CS+,left,right,left,1,1,6,NaN
B41,36,2,CS-,right,right,right,1,1,5.8,NaN
B41,37,2,CS-,left,right,left,1,1,6,NaN
B41,38,2,CS+,left,left,right,1,0,5,NaN
B41,39,2,CS-,right,right,right,1,1,4.85,NaN
B41,40,2,CS+,left,right,left,0,1,5,NaN
B41,41,2,CS-,left,right,right,1,0,6,NaN
B41,42,2,CS-,left,right,left,0,1,6,NaN
B41,43,2,CS+,right,right,right,0,1,4.85,NaN
B41,44,2,CS+,left,right,right,0,1,6,NaN
B41,45,2,CS-,left,right,right,0,0,6,NaN
B41,46,2,CS+,left,left,right,1,0,6,NaN
B41,47,2,CS-,right,left,left,NaN,NaN,NaN,NaN
B41,48,2,CS-,right,left,right,1,1,6,NaN
B41,49,2,CS-,left,left,left,1,1,6,NaN
B41,50,2,CS+,right,right,right,1,1,6,NaN
B41,51,2,CS-,right,left,left,1,1,5,NaN
B41,52,2,CS+,right,left,right,1,1,5,NaN
B41,53,2,CS+,right,right,left,0,1,4.1833,NaN
B41,54,2,CS-,left,left,left,1,1,5,NaN
B41,55,2,CS+,left,left,left,1,1,5,NaN
B41,56,2,CS+,right,left,left,1,1,5.8,NaN
B41,57,2,CS-,right,left,left,0,0,5.8,NaN
B41,58,2,CS-,right,right,left,NaN,NaN,NaN,NaN
B41,59,2,CS+,right,right,left,1,1,6,NaN
B41,60,2,CS-,left,left,right,1,0,4.1833,NaN
B41,61,2,CS+,right,left,right,1,1,6,NaN
B41,62,2,CS-,right,right,left,1,1,5,NaN
B41,63,2,CS-,left,left,right,1,1,4.1833,NaN
B41,64,2,CS+,right,left,left,1,1,5,NaN
B41,65,3,CS-,right,right,left,0,1,4.1833,NaN
B41,66,3,CS+,left,right,right,1,1,3.4833,NaN
B41,67,3,CS-,right,left,right,1,1,5.8,NaN
B41,68,3,CS+,left,left,left,0,1,3.4833,NaN
B41,69,3,CS-,right,left,right,1,1,5.8,NaN
B41,70,3,CS-,right,right,right,1,1,4.85,NaN
B41,71,3,CS+,right,right,left,0,1,4.85,NaN
B41,72,3,CS+,left,right,right,0,1,4.85,NaN
B41,73,3,CS-,left,right,left,1,1,6,NaN
B41,74,3,CS+,left,left,left,1,0,6,NaN
B41,75,3,CS-,left,right,right,0,1,5,NaN
B41,76,3,CS+,left,right,left,1,0,6,NaN
B41,77,3,CS+,right,left,left,1,0,6,NaN
B41,78,3,CS-,left,right,left,NaN,NaN,NaN,NaN
B41,79,3,CS-,left,left,right,1,0,6,NaN
B41,80,3,CS-,right,right,right,1,1,6,NaN
B41,81,3,CS+,left,right,left,1,0,5,NaN
B41,82,3,CS+,right,left,left,1,1,5,NaN
B41,83,3,CS-,left,right,right,1,1,5,NaN
B41,84,3,CS+,left,left,right,1,0,4.1833,NaN
B41,85,3,CS-,right,left,right,1,1,5,NaN
B41,86,3,CS+,left,right,right,0,0,4.1833,NaN
B41,87,3,CS-,left,left,left,0,0,5.8,NaN
B41,88,3,CS+,left,left,left,0,1,6,NaN
B41,89,3,CS-,left,left,right,1,1,6,NaN
B41,90,3,CS+,right,left,right,1,1,4.1833,NaN
B41,91,3,CS+,right,right,left,1,1,4.1833,NaN
B41,92,3,CS-,right,right,left,1,1,3.4833,NaN
B41,93,3,CS-,left,right,left,1,1,6,NaN
B41,94,3,CS-,left,left,left,NaN,NaN,NaN,NaN
B41,95,3,CS+,left,left,right,1,1,5,NaN
B41,96,3,CS-,right,left,left,1,1,3.4833,NaN
B41,97,4,CS+,right,right,right,1,0,2.9167,NaN
B41,98,4,CS-,right,right,left,1,1,2.9167,NaN
B41,99,4,CS-,left,left,left,1,1,5,NaN
B41,100,4,CS+,right,left,right,0,0,2.4333,NaN
B41,101,4,CS-,right,left,left,1,1,3.3833,NaN
B41,102,4,CS+,right,right,right,1,1,3.3833,NaN
B41,103,4,CS+,right,right,left,1,1,2.8167,NaN
B41,104,4,CS-,right,left,left,1,1,2.8167,NaN
B41,105,4,CS-,right,right,left,1,1,2.35,NaN
B41,106,4,CS+,left,left,left,1,0,4.1833,NaN
B41,107,4,CS-,left,right,left,1,1,4.1833,NaN
B41,108,4,CS+,right,right,right,0,1,2.35,NaN
B41,109,4,CS+,right,left,left,0,1,3.2667,NaN
B41,110,4,CS-,right,left,left,1,1,4.5333,NaN
B41,111,4,CS-,right,right,left,NaN,NaN,NaN,NaN
B41,112,4,CS+,left,right,right,0,0,3.4833,NaN
B41,113,4,CS-,right,right,left,1,1,4.5333,NaN
B41,114,4,CS+,right,left,right,1,1,3.7833,NaN
B41,115,4,CS+,left,left,left,0,1,4.85,NaN
B41,116,4,CS-,left,left,left,1,1,6,NaN
B41,117,4,CS+,right,left,right,1,1,3.7833,NaN
B41,118,4,CS-,left,left,right,1,1,6,NaN
B41,119,4,CS-,left,right,right,1,0,5,NaN
B41,120,4,CS+,right,right,left,0,1,3.1667,NaN
B41,121,4,CS+,left,left,right,1,1,5,NaN
B41,122,4,CS-,left,left,left,NaN,NaN,NaN,NaN
B41,123,4,CS-,right,right,right,1,1,4.3833,NaN
B41,124,4,CS-,left,left,left,1,1,4.1833,NaN
B41,125,4,CS+,left,right,left,1,0,4.1833,NaN
B41,126,4,CS+,left,right,right,1,0,3.4833,NaN
B41,127,4,CS-,right,left,right,1,1,4.3833,NaN
B41,128,4,CS+,left,right,left,1,1,3.4833,NaN
B41,129,5,CS-,right,left,right,1,1,3.6667,NaN
B41,130,5,CS-,right,right,right,1,1,3.6667,NaN
B41,131,5,CS+,right,left,left,1,1,3.05,NaN
B41,132,5,CS+,right,right,right,1,1,3.05,NaN
B41,133,5,CS-,left,right,left,1,1,2.9167,NaN
B41,134,5,CS-,left,left,right,1,1,2.9167,NaN
B41,135,5,CS+,left,left,right,0,0,2.4333,NaN
B41,136,5,CS-,left,right,right,1,0,3.3833,NaN
