ID,trial,block,conditioning,eye,location,orientation,correctloc,correctid,duration,threshold
B56,1,1,CS+,left,right,right,1,1,6,NaN
B56,2,1,CS+,right,left,right,1,1,6,NaN
B56,3,1,CS-,right,left,right,1,1,5,NaN
B56,4,1,CS+,right,right,right,1,1,4.1833,NaN
B56,5,1,CS-,right,left,left,1,1,3.4833,NaN
B56,6,1,CS+,left,left,left,1,1,5,NaN
B56,7,1,CS-,left,right,right,NaN,NaN,NaN,NaN
B56,8,1,CS+,left,left,right,1,1,4.1833,NaN
B56,9,1,CS-,right,right,left,1,1,2.9167,NaN
B56,10,1,CS+,right,left,left,1,1,2.4333,NaN
B56,11,1,CS-,right,left,left,1,1,2.0333,NaN
B56,12,1,CS+,left,right,left,1,1,3.4833,NaN
B56,13,1,CS-,left,left,left,1,1,2.9167,NaN
B56,14,1,CS+,right,right,left,1,0,1.7,NaN
B56,15,1,CS-,left,right,right,1,1,2.4333,NaN
B56,16,1,CS+,left,left,left,1,1,2.0333,NaN
B56,17,1,CS-,right,right,right,1,1,1.4167,NaN
B56,18,1,CS-,left,right,left,1,1,1.7,NaN
B56,19,1,CS-,right,left,left,NaN,NaN,NaN,NaN
B56,20,1,CS+,left,right,left,1,1,1.4167,NaN
B56,21,1,CS+,left,right,right,1,0,1.1833,NaN
B56,22,1,CS-,left,right,left,1,1,1,NaN
B56,23,1,CS-,left,left,right,1,1,1,NaN
B56,24,1,CS+,left,left,right,1,0,1,NaN
B56,25,1,CS-,left,left,right,1,1,1,NaN
B56,26,1,CS+,right,left,right,1,1,1.1833,NaN
B56,27,1,CS-,right,right,left,1,0,1,NaN
B56,28,1,CS-,left,right,right,1,0,1,NaN
B56,29,1,CS+,right,right,right,1,1,1,NaN
B56,30,1,CS-,left,left,left,1,1,1,NaN
B56,31,1,CS-,right,right,right,1,1,1,NaN
B56,32,1,CS+,right,left,left,1,0,1,NaN
B56,33,2,CS-,right,left,right,1,0,1,NaN
B56,34,2,CS+,right,right,left,1,0,1,NaN
B56,35,2,CS+,left,left,right,1,1,1,NaN
B56,36,2,CS+,left,left,left,1,1,1,NaN
B56,37,2,CS-,right,left,left,1,1,1,NaN
B56,38,2,CS+,right,right,right,1,1,1,NaN
B56,39,2,CS-,left,left,left,1,1,1,NaN
B56,40,2,CS-,right,right,left,1,0,1,NaN
B56,41,2,CS+,left,right,right,0,1,1,NaN
B56,42,2,CS+,left,right,right,1,0,1.3833,NaN
B56,43,2,CS-,left,left,left,NaN,NaN,NaN,NaN
B56,44,2,CS-,left,left,right,1,0,1.3833,NaN
B56,45,2,CS+,left,left,right,1,1,1.1667,NaN
B56,46,2,CS-,right,right,left,0,0,1,NaN
B56,47,2,CS-,right,right,left,NaN,NaN,NaN,NaN
B56,48,2,CS+,left,right,left,0,1,1.1667,NaN
B56,49,2,CS-,left,left,right,1,1,1.6167,NaN
B56,50,2,CS+,right,right,left,0,1,1.3833,NaN
B56,51,2,CS-,left,right,left,1,1,1.6167,NaN
B56,52,2,CS-,left,right,left,1,1,1.35,NaN
B56,53,2,CS+,right,left,left,0,1,1.9333,NaN
B56,54,2,CS+,right,left,left,1,1,2.6833,NaN
B56,55,2,CS-,right,left,right,1,1,2.6833,NaN
B56,56,2,CS+,right,left,right,1,1,2.2333,NaN
B56,57,2,CS-,right,right,right,1,1,2.2333,NaN
B56,58,2,CS-,right,left,right,1,1,1.8667,NaN
B56,59,2,CS+,left,right,left,1,1,1.35,NaN
B56,60,2,CS-,right,left,left,1,1,1.8667,NaN
B56,61,2,CS-,left,left,left,1,0,1.1167,NaN
B56,62,2,CS+,right,left,right,1,1,1.5667,NaN
B56,63,2,CS+,left,left,left,0,1,1.1167,NaN
B56,64,2,CS-,right,right,right,1,1,1.5667,NaN
B56,65,3,CS+,right,right,right,0,0,1.3,NaN
B56,66,3,CS-,left,right,right,1,1,1.5667,NaN
B56,67,3,CS-,left,right,right,1,1,1.5667,NaN
B56,68,3,CS+,right,right,left,1,0,1.8,NaN
B56,69,3,CS+,right,left,right,1,1,1.8,NaN
B56,70,3,CS-,left,left,left,1,1,1.3,NaN
B56,71,3,CS+,left,right,left,1,1,1.3,NaN
B56,72,3,CS-,left,right,right,1,1,1.0833,NaN
B56,73,3,CS+,left,right,right,1,0,1.0833,NaN
B56,74,3,CS-,right,right,left,1,1,1.5,NaN
B56,75,3,CS+,right,right,right,1,1,1.5,NaN
B56,76,3,CS-,right,right,left,1,1,1.2667,NaN
B56,77,3,CS-,left,right,left,0,0,1,NaN
B56,78,3,CS+,right,right,left,1,1,1.2667,NaN
B56,79,3,CS-,right,right,right,1,1,1.05,NaN
B56,80,3,CS-,right,left,right,1,1,1.05,NaN
B56,81,3,CS+,left,right,left,0,0,1.3833,NaN
B56,82,3,CS+,left,left,left,0,1,1.9333,NaN
B56,83,3,CS-,left,left,right,1,1,2.6833,NaN
B56,84,3,CS+,left,left,left,1,1,2.6833,NaN
B56,85,3,CS+,right,right,right,0,1,1,NaN
B56,86,3,CS-,right,left,left,1,1,1.3833,NaN
B56,87,3,CS+,right,right,left,1,0,1.3833,NaN
B56,88,3,CS-,left,right,left,NaN,NaN,NaN,NaN
B56,89,3,CS+,right,left,left,1,1,1.1667,NaN
B56,90,3,CS-,right,left,left,1,1,1.1667,NaN
B56,91,3,CS+,left,right,right,0,1,2.2333,NaN
B56,92,3,CS-,right,left,left,NaN,NaN,NaN,NaN
B56,93,3,CS-,left,left,right,1,1,3.1167,NaN
B56,94,3,CS+,right,left,left,1,1,1,NaN
B56,95,3,CS-,right,left,right,1,1,1,NaN
B56,96,3,CS+,left,left,right,1,1,3.1167,NaN
B56,97,4,CS-,right,right,right,1,0,1,NaN
B56,98,4,CS-,left,right,left,1,1,2.6,NaN
B56,99,4,CS+,right,left,right,1,1,1,NaN
B56,100,4,CS+,left,left,right,1,1,2.6,NaN
B56,101,4,CS-,left,right,right,1,1,2.1667,NaN
B56,102,4,CS-,left,left,left,1,1,2.1667,NaN
B56,103,4,CS+,right,left,right,1,1,1,NaN
B56,104,4,CS+,left,right,left,1,1,1.8,NaN
B56,105,4,CS-,right,left,right,1,1,1,NaN
B56,106,4,CS-,left,left,left,1,1,1.8,NaN
B56,107,4,CS+,left,right,right,1,1,1.5,NaN
B56,108,4,CS-,left,right,left,1,1,1.5,NaN
B56,109,4,CS+,left,left,left,1,1,1.2667,NaN
B56,110,4,CS-,left,left,left,1,1,1.2667,NaN
B56,111,4,CS-,right,left,left,1,1,1,NaN
B56,112,4,CS+,right,right,left,1,1,1,NaN
B56,113,4,CS-,right,left,right,1,1,1,NaN
B56,114,4,CS-,right,right,left,1,1,1,NaN
B56,115,4,CS+,left,left,right,1,0,1.05,NaN
B56,116,4,CS-,left,left,right,0,1,1.05,NaN
B56,117,4,CS+,right,right,right,0,1,1,NaN
B56,118,4,CS-,left,left,left,NaN,NaN,NaN,NaN
B56,119,4,CS-,right,right,left,1,1,1.3833,NaN
B56,120,4,CS+,right,left,left,1,1,1.3833,NaN
B56,121,4,CS-,right,left,left,1,1,1.1667,NaN
B56,122,4,CS-,left,left,right,1,0,1.4667,NaN
B56,123,4,CS+,left,right,right,1,1,1.4667,NaN
B56,124,4,CS+,left,left,right,0,1,1.2167,NaN
B56,125,4,CS-,right,right,left,NaN,NaN,NaN,NaN
B56,126,4,CS-,right,right,right,1,1,1.1667,NaN
B56,127,4,CS+,right,right,right,1,1,1,NaN
B56,128,4,CS-,left,right,right,1,1,1.7,NaN
B56,129,5,CS+,left,right,left,1,1,1.7,NaN
B56,130,5,CS-,left,right,right,1,1,1.4167,NaN
B56,131,5,CS+,left,left,left,0,1,1.4167,NaN
B56,132,5,CS+,right,right,left,1,0,1,NaN
B56,133,5,CS-,right,right,right,0,0,1,NaN
B56,134,5,CS+,right,left,left,1,1,1.3833,NaN
B56,135,5,CS+,right,left,right,1,1,1.3833,NaN
B56,136,5,CS-,left,right,left,1,1,1.9667,NaN
