ID,trial,block,conditioning,eye,location,orientation,correctloc,correctid,duration,threshold
B40,1,1,CS+,left,right,right,1,1,6,NaN
B40,2,1,CS+,left,left,right,1,1,5,NaN
B40,3,1,CS-,left,left,right,1,1,4.1833,NaN
B40,4,1,CS+,left,right,left,1,1,3.4833,NaN
B40,5,1,CS-,right,right,right,1,1,6,NaN
B40,6,1,CS+,right,right,left,0,1,5,NaN
B40,7,1,CS-,left,left,right,NaN,NaN,NaN,NaN
B40,8,1,CS-,left,right,left,1,1,2.9167,NaN
B40,9,1,CS-,right,right,left,1,1,6,NaN
B40,10,1,CS+,left,left,left,1,1,2.4333,NaN
B40,11,1,CS+,right,left,right,1,1,6,NaN
B40,12,1,CS-,left,right,right,1,1,2.0333,NaN
B40,13,1,CS+,left,left,right,1,1,1.7,NaN
B40,14,1,CS-,right,left,left,1,1,5,NaN
B40,15,1,CS-,right,left,left,1,1,5,NaN
B40,16,1,CS+,left,left,left,1,1,1.4167,NaN
B40,17,1,CS-,left,right,left,NaN,NaN,NaN,NaN
B40,18,1,CS-,left,left,right,1,1,1.1833,NaN
B40,19,1,CS+,left,right,right,0,0,1,NaN
B40,20,1,CS-,left,left,left,1,0,1.3833,NaN
B40,21,1,CS+,right,right,right,1,1,4.1833,NaN
B40,22,1,CS-,right,left,right,1,1,4.1833,NaN
B40,23,1,CS+,right,left,left,1,1,3.4833,NaN
B40,24,1,CS-,left,right,left,1,1,1.3833,NaN
B40,25,1,CS+,right,right,right,1,0,3.4833,NaN
B40,26,1,CS-,left,right,right,1,1,1.1667,NaN
B40,27,1,CS-,right,right,left,1,1,2.9167,NaN
B40,28,1,CS+,right,right,left,1,1,2.9167,NaN
B40,29,1,CS+,right,left,right,0,1,2.4333,NaN
B40,30,1,CS-,right,right,right,1,1,3.3833,NaN
B40,31,1,CS-,left,left,left,1,0,1.1667,NaN
B40,32,1,CS+,left,right,left,1,1,1,NaN
B40,33,2,CS+,right,left,left,1,1,3.3833,NaN
B40,34,2,CS-,right,left,right,1,1,2.8167,NaN
B40,35,2,CS+,left,right,right,1,1,1,NaN
B40,36,2,CS-,left,right,left,1,1,1,NaN
B40,37,2,CS+,left,right,left,0,0,1,NaN
B40,38,2,CS-,left,left,right,1,1,1.3833,NaN
B40,39,2,CS+,left,left,right,0,1,1.3833,NaN
B40,40,2,CS-,right,right,left,1,1,2.8167,NaN
B40,41,2,CS+,left,left,right,1,1,1.9333,NaN
B40,42,2,CS-,left,left,left,NaN,NaN,NaN,NaN
B40,43,2,CS+,left,left,left,1,1,1.9333,NaN
B40,44,2,CS-,right,left,left,1,1,2.35,NaN
B40,45,2,CS-,left,left,right,1,1,1.6167,NaN
B40,46,2,CS+,right,right,left,1,0,2.35,NaN
B40,47,2,CS-,left,left,left,1,1,1.6167,NaN
B40,48,2,CS+,right,left,left,1,1,1.9667,NaN
B40,49,2,CS+,left,left,left,0,0,1.35,NaN
B40,50,2,CS-,right,left,left,1,1,1.9667,NaN
B40,51,2,CS+,right,left,right,1,1,1.6333,NaN
B40,52,2,CS-,right,left,left,NaN,NaN,NaN,NaN
B40,53,2,CS+,right,right,left,1,1,1.6333,NaN
B40,54,2,CS-,left,left,left,1,1,1.8667,NaN
B40,55,2,CS-,left,right,right,1,1,1.8667,NaN
B40,56,2,CS+,right,left,left,1,1,1.3667,NaN
B40,57,2,CS-,right,left,right,1,1,1.3667,NaN
B40,58,2,CS-,right,right,right,0,0,1.1333,NaN
B40,59,2,CS+,left,right,right,1,1,1.5667,NaN
B40,60,2,CS-,left,right,left,1,1,1.5667,NaN
B40,61,2,CS+,right,right,right,1,1,1.5833,NaN
B40,62,2,CS-,right,right,left,1,1,1.5833,NaN
B40,63,2,CS-,right,right,right,1,1,1.3167,NaN
B40,64,2,CS+,left,right,left,1,1,1.3,NaN
B40,65,3,CS+,right,right,right,1,1,1.3167,NaN
B40,66,3,CS-,left,right,right,1,1,1.3,NaN
B40,67,3,CS+,right,left,right,1,1,1.1,NaN
B40,68,3,CS-,right,left,right,1,1,1.1,NaN
B40,69,3,CS-,left,left,right,1,1,1.0833,NaN
B40,70,3,CS+,left,left,right,1,1,1.0833,NaN
B40,71,3,CS-,left,right,left,1,1,1,NaN
B40,72,3,CS+,right,right,left,1,1,1,NaN
B40,73,3,CS+,right,left,right,1,1,1,NaN
B40,74,3,CS-,left,right,right,1,1,1,NaN
B40,75,3,CS-,right,left,left,1,1,1,NaN
B40,76,3,CS+,right,right,right,1,1,1,NaN
B40,77,3,CS-,right,right,left,0,0,1,NaN
B40,78,3,CS+,left,right,left,1,1,1,NaN
B40,79,3,CS+,right,left,right,1,1,1.3833,NaN
B40,80,3,CS-,right,right,right,1,1,1.3833,NaN
B40,81,3,CS-,right,right,left,NaN,NaN,NaN,NaN
B40,82,3,CS+,left,left,right,1,1,1,NaN
B40,83,3,CS-,right,left,left,0,1,1.1667,NaN
B40,84,3,CS-,left,right,right,1,1,1,NaN
B40,85,3,CS+,right,right,left,1,1,1.6167,NaN
B40,86,3,CS-,right,left,right,0,0,1.6167,NaN
B40,87,3,CS+,right,right,right,1,1,2.2333,NaN
B40,88,3,CS-,right,right,left,1,1,2.2333,NaN
B40,89,3,CS+,left,left,left,1,1,1,NaN
B40,90,3,CS+,left,left,left,1,1,1,NaN
B40,91,3,CS-,right,right,right,1,1,1.8667,NaN
B40,92,3,CS+,right,left,left,1,1,1.8667,NaN
B40,93,3,CS-,left,right,left,NaN,NaN,NaN,NaN
B40,94,3,CS+,left,right,right,1,1,1,NaN
B40,95,3,CS-,left,left,left,1,1,1,NaN
B40,96,3,CS+,right,left,left,1,1,1.5667,NaN
B40,97,4,CS-,left,right,left,1,1,1,NaN
B40,98,4,CS-,left,left,left,1,1,1,NaN
B40,99,4,CS+,left,right,right,1,1,1,NaN
B40,100,4,CS-,left,left,right,1,1,1,NaN
B40,101,4,CS-,right,left,right,1,1,1.5667,NaN
B40,102,4,CS+,left,right,left,1,1,1,NaN
B40,103,4,CS+,left,right,left,1,1,1,NaN
B40,104,4,CS+,right,left,right,1,1,1.3,NaN
B40,105,4,CS-,right,right,right,1,1,1.3,NaN
B40,106,4,CS-,right,right,left,0,1,1.0833,NaN
B40,107,4,CS+,right,left,right,1,1,1.5,NaN
B40,108,4,CS-,right,left,left,1,1,1.5,NaN
B40,109,4,CS+,left,left,left,1,1,1,NaN
B40,110,4,CS+,right,left,left,1,1,1.2667,NaN
B40,111,4,CS-,left,left,right,1,1,1,NaN
B40,112,4,CS-,right,left,left,NaN,NaN,NaN,NaN
B40,113,4,CS-,left,left,left,1,1,1,NaN
B40,114,4,CS+,right,right,left,1,1,1.2667,NaN
B40,115,4,CS-,right,left,right,1,1,1.05,NaN
B40,116,4,CS-,right,left,left,1,1,1.05,NaN
B40,117,4,CS+,left,left,left,1,1,1,NaN
B40,118,4,CS+,left,right,left,1,1,1,NaN
B40,119,4,CS-,left,left,right,1,1,1,NaN
B40,120,4,CS-,right,right,left,NaN,NaN,NaN,NaN
B40,121,4,CS-,right,left,right,1,1,1,NaN
B40,122,4,CS+,right,right,left,1,1,1,NaN
B40,123,4,CS-,left,right,right,1,1,1,NaN
B40,124,4,CS-,right,right,left,1,1,1,NaN
B40,125,4,CS+,left,left,right,1,1,1,NaN
