ID,trial,block,conditioning,eye,location,orientation,correctloc,correctid,duration,threshold
A37,1,1,CS-,right,right,right,0,0,6,NaN
A37,2,1,CS-,right,left,left,0,0,6,NaN
A37,3,1,CS+,left,right,left,1,1,6,NaN
A37,4,1,CS+,right,right,right,1,1,6,NaN
A37,5,1,CS-,right,right,right,1,1,5,NaN
A37,6,1,CS+,right,left,right,1,1,5,NaN
A37,7,1,CS+,left,right,left,1,1,5,NaN
A37,8,1,CS-,left,left,right,1,1,4.1833,NaN
A37,9,1,CS+,left,left,left,1,1,3.4833,NaN
A37,10,1,CS-,right,right,left,1,1,4.1833,NaN
A37,11,1,CS+,right,right,left,1,1,4.1833,NaN
A37,12,1,CS-,left,right,left,1,1,2.9167,NaN
A37,13,1,CS+,right,left,left,1,1,3.4833,NaN
A37,14,1,CS-,left,left,left,1,1,2.4333,NaN
A37,15,1,CS-,right,right,left,NaN,NaN,NaN,NaN
A37,16,1,CS+,right,right,left,1,1,3.4833,NaN
A37,17,1,CS-,left,left,left,1,1,2.0333,NaN
A37,18,1,CS+,left,right,right,1,1,1.7,NaN
A37,19,1,CS-,right,left,right,1,1,2.9167,NaN
A37,20,1,CS+,left,left,right,1,1,1.4167,NaN
A37,21,1,CS+,left,left,left,1,1,1.1833,NaN
A37,22,1,CS-,left,right,left,NaN,NaN,NaN,NaN
A37,23,1,CS-,left,right,left,0,1,1,NaN
A37,24,1,CS-,right,left,right,1,1,2.9167,NaN
A37,25,1,CS+,right,right,right,1,1,2.4333,NaN
A37,26,1,CS-,right,right,left,1,1,2.4333,NaN
A37,27,1,CS+,left,left,right,1,1,1.3833,NaN
A37,28,1,CS-,left,right,right,1,1,1.3833,NaN
A37,29,1,CS-,left,left,right,1,1,1.1667,NaN
A37,30,1,CS+,left,right,right,1,1,1.1667,NaN
A37,31,1,CS-,right,left,left,1,0,2.0333,NaN
A37,32,1,CS-,left,right,right,1,1,1,NaN
A37,33,2,CS+,right,left,left,1,1,2.0333,NaN
A37,34,2,CS+,right,left,right,1,1,1.7,NaN
A37,35,2,CS-,left,left,right,1,1,1,NaN
A37,36,2,CS+,right,right,left,1,1,1.7,NaN
A37,37,2,CS+,left,left,left,1,1,1,NaN
A37,38,2,CS-,left,right,left,1,1,1,NaN
A37,39,2,CS+,left,right,right,1,1,1,NaN
A37,40,2,CS-,right,right,left,1,1,1.4167,NaN
A37,41,2,CS-,right,left,right,1,1,1.4167,NaN
A37,42,2,CS+,right,right,left,1,1,1.1833,NaN
A37,43,2,CS+,left,right,left,1,1,1,NaN
A37,44,2,CS-,right,right,right,1,1,1.1833,NaN
A37,45,2,CS-,right,left,right,1,1,1,NaN
A37,46,2,CS+,left,right,right,1,0,1,NaN
A37,47,2,CS-,right,left,left,1,1,1,NaN
A37,48,2,CS-,right,right,left,1,1,1,NaN
A37,49,2,CS-,left,left,left,NaN,NaN,NaN,NaN
A37,50,2,CS+,left,right,left,1,0,1,NaN
A37,51,2,CS+,right,left,left,1,1,1,NaN
A37,52,2,CS-,left,right,left,1,1,1,NaN
A37,53,2,CS-,left,right,right,1,1,1,NaN
A37,54,2,CS+,right,left,right,1,1,1,NaN
A37,55,2,CS-,left,left,left,1,1,1,NaN
A37,56,2,CS+,right,right,right,1,0,1,NaN
