ID,trial,block,conditioning,eye,location,orientation,correctloc,correctid,duration,threshold
A19,1,1,CS+,left,left,left,1,1,6,NaN
A19,2,1,CS-,right,right,right,0,0,6,NaN
A19,3,1,CS-,right,right,left,0,1,6,NaN
A19,4,1,CS+,right,right,left,0,1,6,NaN
A19,5,1,CS+,left,right,left,0,1,5,NaN
A19,6,1,CS-,right,left,left,1,1,6,NaN
A19,7,1,CS+,left,right,right,0,0,6,NaN
A19,8,1,CS+,left,right,left,0,1,6,NaN
A19,9,1,CS-,left,left,right,1,0,6,NaN
A19,10,1,CS-,right,left,right,1,0,5,NaN
A19,11,1,CS+,right,left,left,1,1,5,NaN
A19,12,1,CS-,left,right,left,0,1,6,NaN
A19,13,1,CS+,right,right,left,0,1,4.1833,NaN
A19,14,1,CS-,left,left,right,1,0,6,NaN
A19,15,1,CS+,right,right,right,0,0,5.8,NaN
A19,16,1,CS-,left,left,left,NaN,NaN,NaN,NaN
A19,17,1,CS-,right,left,right,1,0,6,NaN
A19,18,1,CS+,right,left,right,1,0,6,NaN
A19,19,1,CS-,left,right,right,0,0,6,NaN
A19,20,1,CS+,right,right,right,0,0,5,NaN
A19,21,1,CS-,left,right,left,0,1,6,NaN
A19,22,1,CS+,left,left,right,1,0,6,NaN
A19,23,1,CS-,left,right,right,0,0,6,NaN
A19,24,1,CS-,left,left,left,NaN,NaN,NaN,NaN
A19,25,1,CS-,left,left,left,0,0,6,NaN
A19,26,1,CS+,left,right,right,1,1,6,NaN
A19,27,1,CS-,left,left,left,0,0,6,NaN
A19,28,1,CS-,right,left,left,0,0,6,NaN
A19,29,1,CS+,left,left,right,1,1,6,NaN
A19,30,1,CS-,right,right,right,1,1,6,NaN
A19,31,1,CS+,right,left,right,1,1,6,NaN
A19,32,1,CS-,right,right,left,1,1,5,NaN
A19,33,2,CS+,left,left,left,1,1,6,NaN
A19,34,2,CS+,right,left,left,1,1,5,NaN
A19,35,2,CS-,right,left,right,1,1,4.1833,NaN
A19,36,2,CS+,right,right,right,0,0,4.1833,NaN
A19,37,2,CS-,right,left,right,1,0,5.8,NaN
A19,38,2,CS+,right,right,left,0,0,5.8,NaN
A19,39,2,CS+,left,left,left,1,1,5,NaN
A19,40,2,CS-,left,left,left,1,1,5,NaN
A19,41,2,CS+,left,right,right,0,1,4.1833,NaN
