ID,trial,block,conditioning,eye,location,orientation,correctloc,correctid,duration,threshold
A31,1,1,CS-,right,right,right,1,1,6,NaN
A31,2,1,CS-,right,left,right,1,1,5,NaN
A31,3,1,CS+,left,left,right,0,0,6,NaN
A31,4,1,CS+,right,right,right,1,1,4.1833,NaN
A31,5,1,CS-,right,right,left,1,1,3.4833,NaN
A31,6,1,CS+,left,right,left,0,1,6,NaN
A31,7,1,CS-,left,left,left,1,0,6,NaN
A31,8,1,CS-,left,left,left,NaN,NaN,NaN,NaN
A31,9,1,CS+,left,left,left,1,1,5,NaN
A31,10,1,CS-,left,right,left,1,1,5,NaN
A31,11,1,CS+,left,left,right,1,0,4.1833,NaN
A31,12,1,CS-,right,right,left,NaN,NaN,NaN,NaN
A31,13,1,CS-,right,left,left,1,1,2.9167,NaN
A31,14,1,CS+,left,right,left,1,1,4.1833,NaN
A31,15,1,CS-,left,right,right,1,1,3.4833,NaN
A31,16,1,CS-,left,right,left,1,1,3.4833,NaN
A31,17,1,CS+,right,left,right,1,0,2.4333,NaN
A31,18,1,CS-,right,left,right,1,1,2.0333,NaN
A31,19,1,CS+,left,left,left,0,0,2.9167,NaN
A31,20,1,CS+,right,left,left,1,1,1.7,NaN
A31,21,1,CS-,left,left,left,1,1,4.05,NaN
A31,22,1,CS-,left,left,right,1,1,4.05,NaN
A31,23,1,CS+,right,left,left,0,1,1.4167,NaN
A31,24,1,CS+,left,right,right,1,1,3.3833,NaN
A31,25,1,CS-,right,right,left,1,1,1.9667,NaN
A31,26,1,CS+,right,left,right,1,1,1.9667,NaN
A31,27,1,CS+,right,right,left,0,1,1.6333,NaN
A31,28,1,CS-,right,left,left,1,1,2.2667,NaN
A31,29,1,CS+,right,right,left,1,0,2.2667,NaN
A31,30,1,CS-,right,right,right,1,1,1.9,NaN
A31,31,1,CS+,left,right,right,1,1,3.3833,NaN
A31,32,1,CS+,right,right,right,0,0,1.9,NaN
A31,33,2,CS-,left,left,right,1,1,2.8167,NaN
A31,34,2,CS-,left,right,right,1,1,2.8167,NaN
A31,35,2,CS+,right,left,right,1,1,2.6333,NaN
A31,36,2,CS+,left,left,right,1,0,2.35,NaN
A31,37,2,CS-,right,right,right,1,1,2.6333,NaN
A31,38,2,CS-,left,right,left,0,1,2.35,NaN
A31,39,2,CS+,left,right,left,0,0,3.2667,NaN
A31,40,2,CS+,right,right,left,0,1,2.2,NaN
A31,41,2,CS-,left,right,right,1,1,4.5333,NaN
A31,42,2,CS-,left,left,right,1,1,4.5333,NaN
A31,43,2,CS-,left,right,left,NaN,NaN,NaN,NaN
A31,44,2,CS+,left,left,left,1,1,3.7833,NaN
A31,45,2,CS-,left,left,right,1,1,3.7833,NaN
A31,46,2,CS-,right,right,right,1,0,3.05,NaN
A31,47,2,CS+,right,right,right,1,1,3.05,NaN
A31,48,2,CS-,right,right,left,1,1,2.55,NaN
A31,49,2,CS-,right,left,left,NaN,NaN,NaN,NaN
A31,50,2,CS+,left,left,left,0,0,3.1667,NaN
A31,51,2,CS-,right,left,left,1,1,2.55,NaN
A31,52,2,CS+,left,right,right,1,1,4.3833,NaN
A31,53,2,CS-,right,left,right,1,1,2.1333,NaN
A31,54,2,CS+,left,right,left,1,1,4.3833,NaN
A31,55,2,CS+,left,right,right,1,1,3.6667,NaN
A31,56,2,CS-,right,right,left,1,1,2.1333,NaN
A31,57,2,CS+,left,left,right,1,0,3.6667,NaN
A31,58,2,CS-,left,right,right,1,1,3.05,NaN
A31,59,2,CS+,right,left,left,1,1,1.7833,NaN
A31,60,2,CS-,right,left,left,1,1,1.7833,NaN
A31,61,2,CS-,left,left,left,1,0,3.05,NaN
A31,62,2,CS+,right,left,left,1,1,1.4833,NaN
A31,63,2,CS-,left,right,left,1,0,2.55,NaN
A31,64,2,CS+,right,right,left,0,1,1.4833,NaN
A31,65,3,CS+,right,left,right,0,1,2.0667,NaN
A31,66,3,CS-,right,left,right,1,1,2.8667,NaN
A31,67,3,CS+,right,right,right,1,1,2.8667,NaN
A31,68,3,CS-,left,left,left,0,1,2.55,NaN
A31,69,3,CS-,left,right,left,1,1,3.55,NaN
A31,70,3,CS+,left,left,right,1,1,3.55,NaN
A31,71,3,CS-,right,left,left,1,1,2.3833,NaN
A31,72,3,CS+,right,left,left,1,1,2.3833,NaN
A31,73,3,CS+,left,right,right,1,1,2.9667,NaN
A31,74,3,CS-,right,right,right,1,1,2,NaN
A31,75,3,CS-,left,left,right,0,0,2.9667,NaN
A31,76,3,CS-,left,right,left,NaN,NaN,NaN,NaN
A31,77,3,CS+,left,left,left,1,0,4.1167,NaN
A31,78,3,CS-,left,right,right,1,1,4.1167,NaN
A31,79,3,CS+,right,right,right,1,1,2,NaN
A31,80,3,CS-,left,right,left,1,1,3.4333,NaN
A31,81,3,CS+,right,left,left,1,1,1.6667,NaN
A31,82,3,CS-,left,right,right,1,1,3.4333,NaN
A31,83,3,CS-,right,right,left,1,1,1.6667,NaN
A31,84,3,CS+,left,right,left,1,0,2.8667,NaN
A31,85,3,CS-,left,left,right,1,0,2.8667,NaN
A31,86,3,CS-,left,left,left,0,1,2.3833,NaN
A31,87,3,CS+,right,left,right,1,1,1.3833,NaN
A31,88,3,CS-,right,right,left,1,1,1.3833,NaN
A31,89,3,CS+,left,left,right,1,1,3.3167,NaN
A31,90,3,CS+,left,right,left,1,1,3.3167,NaN
A31,91,3,CS-,left,left,left,0,0,2.7667,NaN
A31,92,3,CS+,right,right,left,0,1,1.1667,NaN
A31,93,3,CS+,right,right,right,0,1,1.6167,NaN
A31,94,3,CS-,right,left,left,NaN,NaN,NaN,NaN
A31,95,3,CS-,right,left,left,1,1,2.2333,NaN
A31,96,3,CS-,right,right,right,1,1,2.2333,NaN
A31,97,4,CS+,right,left,right,1,1,1.8667,NaN
A31,98,4,CS-,right,left,right,1,1,1.8667,NaN
A31,99,4,CS+,right,right,left,1,1,1.5667,NaN
A31,100,4,CS-,right,left,right,1,1,1.5667,NaN
A31,101,4,CS+,left,left,left,0,1,3.85,NaN
A31,102,4,CS+,left,right,right,1,1,5.35,NaN
A31,103,4,CS+,right,left,right,1,1,1.3,NaN
A31,104,4,CS-,right,left,right,1,1,1.3,NaN
A31,105,4,CS-,left,left,left,1,1,5.35,NaN
A31,106,4,CS+,left,left,right,0,1,4.4667,NaN
A31,107,4,CS-,left,right,left,1,1,6,NaN
A31,108,4,CS+,left,left,right,1,0,6,NaN
A31,109,4,CS-,left,right,right,0,0,5,NaN
A31,110,4,CS+,right,right,left,0,0,1.0833,NaN
A31,111,4,CS+,right,right,left,1,1,1.5,NaN
A31,112,4,CS-,left,left,right,1,1,6,NaN
A31,113,4,CS+,right,left,left,1,1,1.5,NaN
A31,114,4,CS-,right,right,right,1,1,1.2667,NaN
A31,115,4,CS-,left,left,left,1,1,6,NaN
A31,116,4,CS+,left,right,left,1,1,5,NaN
A31,117,4,CS-,left,right,left,1,1,5,NaN
A31,118,4,CS+,right,left,left,1,1,1.2667,NaN
A31,119,4,CS+,right,right,right,1,0,1.05,NaN
A31,120,4,CS-,left,right,right,1,1,4.1833,NaN
A31,121,4,CS-,right,right,left,0,0,1.05,NaN
A31,122,4,CS-,left,left,left,NaN,NaN,NaN,NaN
A31,123,4,CS+,right,left,right,1,0,1.4667,NaN
A31,124,4,CS+,left,left,left,1,1,4.1833,NaN
A31,125,4,CS-,right,left,left,1,0,1.4667,NaN
A31,126,4,CS+,left,left,left,0,1,3.4833,NaN
A31,127,4,CS+,left,right,right,1,1,4.85,NaN
A31,128,4,CS-,right,left,left,1,1,1.2167,NaN
A31,129,5,CS-,right,right,left,NaN,NaN,NaN,NaN
A31,130,5,CS+,left,right,right,1,1,4.85,NaN
A31,131,5,CS-,right,right,left,0,1,1.2167,NaN
A31,132,5,CS-,right,left,right,1,1,1.7,NaN
A31,133,5,CS+,left,right,left,1,1,4.05,NaN
A31,134,5,CS-,right,right,right,1,1,1.7,NaN
A31,135,5,CS-,left,left,right,1,1,4.05,NaN
A31,136,5,CS+,right,right,right,1,1,1.4167,NaN
