ID,trial,block,conditioning,eye,location,orientation,correctloc,correctid,duration,threshold
A28,1,1,CS+,left,left,left,1,1,6,NaN
A28,2,1,CS+,left,right,right,1,1,5,NaN
A28,3,1,CS-,left,right,right,0,0,4.1833,NaN
A28,4,1,CS-,left,right,left,1,1,5.8,NaN
A28,5,1,CS+,right,left,left,1,1,6,NaN
A28,6,1,CS-,left,right,left,1,1,5.8,NaN
A28,7,1,CS+,right,left,left,1,1,5,NaN
A28,8,1,CS-,left,left,right,1,1,4.85,NaN
A28,9,1,CS-,right,right,right,1,1,4.1833,NaN
A28,10,1,CS-,right,left,left,NaN,NaN,NaN,NaN
A28,11,1,CS+,right,right,left,1,1,3.4833,NaN
A28,12,1,CS-,right,right,right,0,1,2.9167,NaN
A28,13,1,CS+,right,right,left,1,1,4.05,NaN
A28,14,1,CS+,right,right,right,1,1,4.05,NaN
A28,15,1,CS-,left,right,left,NaN,NaN,NaN,NaN
A28,16,1,CS-,right,right,left,1,1,3.3833,NaN
A28,17,1,CS-,right,left,left,1,0,3.3833,NaN
A28,18,1,CS+,right,right,right,1,1,2.8167,NaN
A28,19,1,CS+,left,right,right,1,1,4.85,NaN
A28,20,1,CS-,left,left,left,1,1,4.05,NaN
A28,21,1,CS-,left,right,right,1,1,4.05,NaN
A28,22,1,CS+,right,left,right,1,1,2.8167,NaN
A28,23,1,CS+,left,left,left,1,1,3.3833,NaN
A28,24,1,CS-,right,left,right,0,1,2.35,NaN
A28,25,1,CS+,left,right,left,1,1,3.3833,NaN
A28,26,1,CS-,left,left,left,1,1,2.8167,NaN
A28,27,1,CS-,left,left,right,0,1,2.8167,NaN
A28,28,1,CS+,right,left,right,1,0,3.2667,NaN
A28,29,1,CS+,left,left,right,1,1,3.9167,NaN
A28,30,1,CS-,right,left,left,1,1,3.2667,NaN
A28,31,1,CS-,right,left,right,1,0,2.7333,NaN
A28,32,1,CS+,left,right,left,1,1,3.9167,NaN
A28,33,2,CS-,right,right,left,1,1,2.7333,NaN
A28,34,2,CS+,left,left,right,1,1,3.2667,NaN
A28,35,2,CS-,right,right,left,0,0,2.2667,NaN
A28,36,2,CS+,left,right,left,0,1,3.2667,NaN
A28,37,2,CS-,right,left,right,1,1,3.1667,NaN
A28,38,2,CS-,left,left,left,1,1,4.5333,NaN
A28,39,2,CS+,left,left,right,1,1,4.5333,NaN
A28,40,2,CS+,right,left,right,1,0,3.1667,NaN
A28,41,2,CS-,left,left,right,1,1,3.7833,NaN
A28,42,2,CS+,right,right,left,0,1,2.6333,NaN
A28,43,2,CS-,left,left,right,1,1,3.7833,NaN
A28,44,2,CS-,right,left,left,1,1,3.6667,NaN
A28,45,2,CS+,right,left,left,1,1,3.6667,NaN
A28,46,2,CS+,right,right,right,1,1,3.05,NaN
A28,47,2,CS-,right,left,left,1,0,3.05,NaN
A28,48,2,CS+,left,left,left,1,1,3.1667,NaN
A28,49,2,CS-,left,right,left,1,1,3.1667,NaN
A28,50,2,CS+,left,right,left,0,1,2.6333,NaN
A28,51,2,CS-,right,right,right,1,1,2.55,NaN
A28,52,2,CS-,left,right,left,NaN,NaN,NaN,NaN
A28,53,2,CS-,left,right,right,0,0,3.6667,NaN
A28,54,2,CS+,right,right,left,1,1,2.55,NaN
A28,55,2,CS-,right,right,left,0,0,2.1333,NaN
A28,56,2,CS+,left,right,right,1,1,5.0833,NaN
A28,57,2,CS-,left,right,left,0,1,5.0833,NaN
A28,58,2,CS-,left,left,left,1,1,6,NaN
A28,59,2,CS+,left,left,left,1,1,6,NaN
A28,60,2,CS-,right,right,left,NaN,NaN,NaN,NaN
A28,61,2,CS+,right,left,right,1,1,2.9667,NaN
A28,62,2,CS-,right,right,right,1,0,2.9667,NaN
A28,63,2,CS+,right,left,left,1,1,2.4667,NaN
A28,64,2,CS-,left,right,right,1,1,5,NaN
A28,65,3,CS+,left,right,right,1,1,5,NaN
A28,66,3,CS-,right,left,right,1,0,2.4667,NaN
A28,67,3,CS+,right,right,right,1,1,2.0667,NaN
A28,68,3,CS+,left,left,right,1,1,4.1833,NaN
A28,69,3,CS-,left,right,left,1,1,4.1833,NaN
A28,70,3,CS+,right,left,left,1,1,2.0667,NaN
A28,71,3,CS-,left,right,right,1,1,3.4833,NaN
A28,72,3,CS+,right,left,right,1,0,1.7167,NaN
A28,73,3,CS-,right,right,right,1,1,1.7167,NaN
A28,74,3,CS+,right,right,right,1,1,1.4333,NaN
A28,75,3,CS-,left,left,right,1,1,3.4833,NaN
A28,76,3,CS+,left,left,right,0,0,2.9167,NaN
A28,77,3,CS-,right,right,left,1,1,1.4333,NaN
A28,78,3,CS+,right,left,left,0,0,1.2,NaN
A28,79,3,CS-,left,left,left,1,1,4.05,NaN
A28,80,3,CS+,left,right,left,1,1,4.05,NaN
A28,81,3,CS-,left,left,right,1,1,3.3833,NaN
A28,82,3,CS+,left,right,left,1,1,3.3833,NaN
A28,83,3,CS-,left,left,left,NaN,NaN,NaN,NaN
A28,84,3,CS-,right,left,right,0,0,1.6667,NaN
A28,85,3,CS+,right,right,right,1,1,2.3167,NaN
A28,86,3,CS-,right,left,left,1,0,2.3167,NaN
A28,87,3,CS+,right,right,left,1,1,1.9333,NaN
A28,88,3,CS+,left,left,right,1,1,2.8167,NaN
A28,89,3,CS-,right,left,left,0,1,1.9333,NaN
A28,90,3,CS+,left,left,left,1,1,2.8167,NaN
A28,91,3,CS+,left,right,right,1,1,2.35,NaN
A28,92,3,CS-,right,right,right,0,1,2.6833,NaN
A28,93,3,CS+,left,left,left,1,1,2.35,NaN
A28,94,3,CS-,right,right,left,NaN,NaN,NaN,NaN
A28,95,3,CS-,left,left,left,1,0,1.9667,NaN
A28,96,3,CS+,right,left,right,1,1,3.7167,NaN
A28,97,4,CS-,left,right,left,1,1,1.9667,NaN
A28,98,4,CS-,left,right,right,1,1,1.6333,NaN
A28,99,4,CS+,left,right,right,1,1,1.6333,NaN
A28,100,4,CS-,right,left,right,1,1,3.7167,NaN
A28,101,4,CS-,right,right,left,1,1,3.1167,NaN
A28,102,4,CS+,right,right,left,1,1,3.1167,NaN
A28,103,4,CS+,right,left,left,1,1,2.6,NaN
A28,104,4,CS+,left,left,right,1,1,1.3667,NaN
A28,105,4,CS-,left,left,left,1,1,1.3667,NaN
A28,106,4,CS+,right,right,left,1,1,2.6,NaN
A28,107,4,CS-,right,left,left,1,1,2.1667,NaN
A28,108,4,CS+,right,right,left,1,1,2.1667,NaN
A28,109,4,CS+,left,left,right,1,1,1.1333,NaN
A28,110,4,CS-,left,right,left,0,1,1.1333,NaN
A28,111,4,CS+,right,right,right,1,1,1.8,NaN
A28,112,4,CS+,left,right,right,1,1,1.5833,NaN
A28,113,4,CS-,left,left,right,1,1,1.5833,NaN
A28,114,4,CS-,right,left,right,0,0,1.8,NaN
A28,115,4,CS+,right,left,right,1,1,2.5167,NaN
A28,116,4,CS-,left,left,left,NaN,NaN,NaN,NaN
A28,117,4,CS-,left,left,left,0,1,1.3167,NaN
A28,118,4,CS-,right,left,right,1,1,2.5167,NaN
A28,119,4,CS+,right,left,right,1,1,2.1,NaN
A28,120,4,CS-,right,right,left,1,1,2.1,NaN
A28,121,4,CS-,right,left,left,NaN,NaN,NaN,NaN
A28,122,4,CS-,left,right,right,1,1,1.8333,NaN
A28,123,4,CS+,left,left,left,1,1,1.8333,NaN
A28,124,4,CS-,left,right,left,1,1,1.5333,NaN
A28,125,4,CS-,left,left,right,1,1,1.5333,NaN
A28,126,4,CS+,right,right,right,1,1,1.75,NaN
A28,127,4,CS-,left,right,right,1,1,1.2833,NaN
A28,128,4,CS+,right,left,left,1,1,1.75,NaN
A28,129,5,CS+,left,left,left,0,1,1.2833,NaN
A28,130,5,CS-,right,left,left,1,1,1.4667,NaN
A28,131,5,CS+,left,right,left,1,1,1.7833,NaN
A28,132,5,CS-,right,right,left,1,1,1.4667,NaN
A28,133,5,CS+,left,right,left,1,0,1.7833,NaN
A28,134,5,CS-,right,right,right,1,0,1.2167,NaN
A28,135,5,CS-,right,right,right,1,1,1.2167,NaN
A28,136,5,CS+,left,right,right,1,1,1.4833,NaN
