ID,trial,block,conditioning,eye,location,orientation,correctloc,correctid,duration,threshold
A21,1,1,CS+,right,left,right,1,0,6,NaN
A21,2,1,CS+,left,right,right,0,1,6,NaN
A21,3,1,CS-,left,left,right,1,0,6,NaN
A21,4,1,CS-,right,right,right,1,1,5,NaN
A21,5,1,CS+,right,right,left,1,1,4.1833,NaN
A21,6,1,CS+,left,right,right,1,0,5,NaN
A21,7,1,CS-,left,right,right,1,1,5,NaN
A21,8,1,CS+,left,left,left,1,1,4.1833,NaN
A21,9,1,CS+,left,right,left,1,1,4.1833,NaN
A21,10,1,CS-,left,right,left,1,1,3.4833,NaN
A21,11,1,CS+,right,left,right,1,0,3.4833,NaN
A21,12,1,CS-,right,left,left,0,1,2.9167,NaN
A21,13,1,CS+,right,right,right,1,0,4.05,NaN
A21,14,1,CS-,right,right,left,1,1,4.05,NaN
A21,15,1,CS+,left,left,left,0,1,3.4833,NaN
A21,16,1,CS+,right,right,left,0,1,3.3833,NaN
A21,17,1,CS-,right,left,right,0,0,4.6833,NaN
A21,18,1,CS-,left,left,left,NaN,NaN,NaN,NaN
A21,19,1,CS+,left,left,right,1,1,4.85,NaN
A21,20,1,CS-,right,right,right,1,1,6,NaN
A21,21,1,CS-,left,right,right,1,1,4.85,NaN
A21,22,1,CS-,right,left,left,NaN,NaN,NaN,NaN
A21,23,1,CS+,right,left,left,0,1,6,NaN
A21,24,1,CS-,left,left,right,0,0,4.05,NaN
A21,25,1,CS+,left,right,left,1,1,5.6167,NaN
A21,26,1,CS-,left,right,left,1,1,5.6167,NaN
A21,27,1,CS-,left,left,left,1,1,4.6833,NaN
A21,28,1,CS+,right,left,left,1,0,6,NaN
A21,29,1,CS-,right,left,left,1,1,6,NaN
A21,30,1,CS+,right,right,right,0,1,5,NaN
A21,31,1,CS-,right,left,right,0,0,6,NaN
A21,32,1,CS-,right,right,left,1,1,6,NaN
A21,33,2,CS+,left,left,right,0,0,4.6833,NaN
A21,34,2,CS-,left,left,left,0,1,6,NaN
A21,35,2,CS+,right,left,right,1,0,6,NaN
A21,36,2,CS-,left,left,right,1,0,6,NaN
A21,37,2,CS-,right,right,left,0,0,5,NaN
A21,38,2,CS+,left,left,right,1,1,6,NaN
A21,39,2,CS-,right,left,right,1,1,6,NaN
A21,40,2,CS+,right,left,right,1,1,6,NaN
A21,41,2,CS+,left,left,left,1,1,5,NaN
A21,42,2,CS-,right,left,left,1,1,5,NaN
A21,43,2,CS+,left,right,right,0,1,5,NaN
A21,44,2,CS-,left,left,left,NaN,NaN,NaN,NaN
A21,45,2,CS+,left,right,left,0,1,6,NaN
A21,46,2,CS-,left,right,right,1,1,6,NaN
A21,47,2,CS-,right,right,right,0,1,5,NaN
A21,48,2,CS+,right,left,left,1,1,6,NaN
A21,49,2,CS-,left,left,left,1,0,6,NaN
A21,50,2,CS-,left,left,right,1,1,5,NaN
A21,51,2,CS+,right,right,right,0,1,6,NaN
A21,52,2,CS+,left,right,left,0,0,5,NaN
A21,53,2,CS-,left,right,left,0,1,6,NaN
A21,54,2,CS-,right,right,right,1,1,6,NaN
A21,55,2,CS+,left,left,left,1,0,6,NaN
A21,56,2,CS+,right,right,left,1,1,6,NaN
A21,57,2,CS-,right,left,left,0,0,5,NaN
A21,58,2,CS-,left,right,left,NaN,NaN,NaN,NaN
A21,59,2,CS+,right,right,left,1,1,6,NaN
A21,60,2,CS-,left,right,left,1,1,6,NaN
A21,61,2,CS+,right,right,right,1,1,6,NaN
A21,62,2,CS-,right,right,left,1,1,5,NaN
A21,63,2,CS-,left,right,right,1,1,5,NaN
A21,64,2,CS+,right,left,left,0,1,5,NaN
A21,65,3,CS-,left,left,left,0,1,5,NaN
A21,66,3,CS+,left,right,right,1,1,6,NaN
A21,67,3,CS-,right,left,right,0,1,6,NaN
A21,68,3,CS+,left,left,right,1,1,6,NaN
A21,69,3,CS+,left,left,right,1,1,5,NaN
A21,70,3,CS+,left,left,left,0,0,5,NaN
